mmsi,lat,lon,sog,cog,haeding,vesselname,imo,callsign,vesseltype,status,length,width,draft,cargo,tclass,direction
565475000,40.440703676437565,26.851308225417828,0,-49.6,89,MAERSK NEWHAVEN,IMO9215880,9VPY4,70,5,210,30,11.5,,A,ew
896876500,34.956992873647295,26.8547508447828,0,-145,511,MARY GELLATLY,IMO896876500,WDG6760,31,0,33,12,4.5,31,B,we
367309420,40.31752326156305,24.837263755066417,0,-74.8,217,PARAGON,IMO7802627,WDD9285,31,5,30,9,4.1,,A,we
351854000,38.949663840437005,8.485482055037439,0,54.7,237,MERCHANT THREE,IMO9633020,3FSE3,70,5,169,27,9.8,79,A,sn
1056261,40.104245694485535,12.608700902825943,0,-161.2,511,CHAMPAGNE CHER,IMO1056261,WDC6418,10,0,35,8,2.5,10,B,we
367136020,37.21753,-76.79637,8,-98.1,511,RIKKI S,IMO8851156,WDD3773,31,0,18,7,,31,B,
366891140,35.05118694460117,27.427278099115583,0.1,1.5,276,MEREDITH C REINAUER,IMO9269037,WDB3775,31,0,37,12,5.8,57,B,we
367485290,28.51695,-96.27127,5.5,57.6,69,CAPT ANTHONY,,WDI6352,31,0,21,9,,,B,
367396110,35.04537377826159,26.1861802290656,0,-116.7,197,EILEEN C,,WDE7668,31,15,22,7,,31,B,we
357329000,49.18615,-123.9035,0,194.4,145,JPS ELLI,IMO9763992,3ECI9,70,1,,,,,A,
367488490,39.861561384380984,25.420844572262663,5.9,-165.6,511,TRIGGER,,WDF7822,31,0,21,9,,31,B,we
338955000,34.15324,-119.20998,0,41.8,156,INDEPENDENCE,IMO8507016,KBGR,70,5,55,12,4.1,,A,
367173750,39.86237315525551,24.355166651003422,0,35,511,CAROLE B,,WDJ3430,30,0,22,5,,30,B,we
367306340,27.94065,-82.44261,0,-49.6,511,KELLY H,,WCX7443,31,5,10,4,,,A,
356436000,41.60073938843344,5.7453908818007555,11.4,-152.9,264,EVERGLORY,IMO8512889,3EPI9,70,0,225,32,13.2,70,B,sn
367684610,42.719346063076365,29.22937906908919,4.6,127.4,511,ATLANTIS,,WDI3063,31,0,18,,,,B,sn
367520980,43.36086201886939,30.40067631741064,2,166.1,511,SEA LEVEL,IMO9677727,WDG2955,60,0,62,15,,,B,sn
368173000,43.41011649428922,31.408751847093587,6.7,-188.6,219,FISHING CREEK,IMO9681297,WDJ3477,31,0,,,,,B,sn
367657930,43.25090162622101,30.70802666648357,0,126.6,511,JOHN PARRISH,,WDH8435,31,0,28,7,,,B,sn
367666840,35.01815359231156,17.03418363472691,0,-49.6,511,SICK DAY,,WDH9320,37,,13,,,,B,ew
366863870,42.14880904400699,5.429406324273424,0,-134.6,511,MASHOMACK,,WDA9320,60,0,38,13,,,B,sn
368186456,37.43917913878273,10.288657992831434,0,162.6,253,SHIRLEY MAHONE,IMO1631271,WD,16,0,22,0,0,16,B,ew
368033530,40.338967347642736,6.42844086286541,0.1,11.2,511,GODS GRACE,,WDK2225,52,0,0,0,2.5,52,B,sn
369970479,36.716751074899655,16.406678854067806,0,-88.3,353,YP-705,,NFEC,90,0,36,,,99,B,ns
368584000,42.72980397185917,15.291059327960735,0.1,-138.1,87,HARVEY SPIRIT,IMO9388106,WDD4830,90,0,85,18,5,90,B,sn
369108000,43.614911369343,31.70407280261918,0.1,67,26,CADE CANDIES,IMO9518957,WKBG,90,3,94,20,6.3,90,B,sn
367327330,42.68379474677196,34.49381409557744,0.1,149,261,KATAMA,IMO8213237,WBP4751,60,0,71,12,3.8,,B,
338888000,40.142386390788054,26.36659956701708,3.1,54.1,51,CLYDE S VAN ENKEVORT,IMO9618484,WDJ4194,31,0,41,15,5.5,,B,ew
338616000,44.20802254185245,33.51454114983089,11.4,33.4,35,DUBLIN SEA,IMO9492684,WDE9779,31,0,39,13,,,B,sn
367674650,34.21185040210543,22.640063599820355,0,-154.2,217,MICHAEL AKIU #86,,WDI2093,31,0,23,,,,B,ew
367641460,37.56934760898501,16.831962281205634,0,-84.2,511,REALIST,IMO8841814,WDH6772,31,0,26,7,3,,B,ns
366985310,42.99971347782133,35.52004007933235,0.1,-99.5,350,BAY MONARCH,,WCZ9381,60,0,38,10,,,B,
368247000,32.96017,-79.91635,0,-53.9,1,INTEGRITY,IMO9369394,WDD7905,31,5,41,12,6.9,31,A,
366902340,40.319174073301745,26.653845812994476,25.9,131.5,511,JERSEY CITY,,WDH3600,60,5,23,8,,,B,we
538006384,42.15564778083686,34.46988456878802,11.6,-172.7,237,HAYLING ISLAND,IMO9315886,V7MM4,70,5,222,30,12,70,B,
338203787,25.63435,-80.29178,0,143.6,511,MANGO EXPRESS,,,37,,12,,,,B,
636091346,35.9516494654451,13.661630300949312,8.2,139,140,NORTHERN DEBONAIR,IMO9353228,A8MH2,70,0,230,32,12,72,B,ew
369996000,41.145301753050205,29.065464981448518,0,-145,511,TRANSPORTER,,,90,0,,,,99,B,sn
367640860,39.41433,-76.03645,0.1,21.8,44,AMY E HEBERT,IMO7047667,WDH6709,31,0,29,8,3.2,,B,
367305920,40.161125067427044,26.39704634047211,0.1,-189.4,82,SANDRA HUGH,IMO9369227,WDD9019,31,0,23,10,,52,A,we
367403480,33.582999381301356,24.413559003339284,0.1,-158.1,293,EDWARD RAINS,,WDE8267,31,0,18,7,,31,B,ew
367086910,43.576946606252434,31.79146317852008,0,0,511,TYPHOON,,WDC8428,37,0,14,5,,37,B,sn
477607700,43.17062625887199,30.257463763727714,15.9,-138.6,274,OOCL TOKYO,IMO9310238,VRCI9,70,0,323,42,14.5,70,B,sn
367468270,30.42743,-89.05379,0,141.4,180,HARVEY BRONCO,IMO9603295,WDH2180,90,5,61,14,4.3,,A,
367586480,42.7643476681617,38.74692124765673,0,0,511,MANHATTAN ELITE,,WDG9307,60,0,25,6,,,B,sn
367512930,43.0926952981869,38.92351666842407,0,-174.9,94,ANGIE A,,WDG2175,31,12,21,,,,B,sn
367409260,42.67267314112623,36.842455987421765,0,116.1,56,DOROTHY ANN,IMO8955732,WDE8761,31,0,37,13,6.2,,B,
369970470,42.89628027080616,36.60924103914747,0,-166.6,511,TED COOK,,AEKH,90,0,,,,32,B,
368103530,40.16993664356936,25.458526217464033,4.1,117.1,511,RANDY ANDERSON,,WDK9418,32,15,39,13,0,32,B,we
366920260,34.998254316105076,26.29937671408026,2.4,127,511,THE JUDGE,IMO7502370,WYG7458,31,0,29,9,4.9,52,B,we
367506850,38.47560231331188,8.376724270314226,7.2,33,511,SIGNET VICTORY,IMO8968208,WDF9599,31,0,24,9,,52,B,ns
367748220,35.880059342160266,17.16601424203398,5.2,61.7,511,RYAN BAKER II,,WDI9395,31,0,25,7,,31,B,ew
367299170,40.68783212616891,11.965551128907874,7.7,-150.7,270,SIGNET COLUMBIA,,WDD8515,31,0,18,7,,31,B,we
367347150,33.28927150946767,23.85784739683812,0,175.3,261,EAGLE,IMO8990940,WDH4673,31,0,22,9,2.7,31,B,ew
366935020,40.27400623043852,11.231527961722565,0.1,185.8,511,KATHLEEN,,WUR6901,31,0,18,7,,,B,we
367599850,40.31090934287812,11.995216803310601,0,180.2,511,BRIAN LEE TESTE,,WDH2656,31,0,23,9,,31,B,ns
367615320,43.3271974512184,31.10308998535786,4.6,-86.5,145,DISCOVERY,,WDH4210,31,0,18,,,,B,sn
367726790,45.49696359954099,37.01980490375621,0.7,43.7,511,WANDERER,,WDI7243,90,0,17,5,,50,B,ns
367314110,42.95498060479728,36.485187330398716,0.2,-204.7,511,VOLUNTEER STATE,,WDD9630,31,0,13,4,,,B,
316020869,43.971995072820796,32.44150025093307,0,111,29,SEASPAN KESTREL,IMO9623130,,31,0,25,12,5.3,,B,sn
367765170,46.09715114641962,36.83446668166113,0.1,-162.5,15,EARL W REDD,IMO9824899,WDJ3139,31,0,,,,,B,ns
367500750,34.11682411022018,14.146284100944703,10.1,-140.2,511,CAITLIN ANN,IMO8644357,WDF8998,31,0,24,7,,31,B,ns
367559620,39.396226277646285,14.696551850129843,0,-49.6,511,DON P,,WDG6686,60,0,14,,,,B,ns
367410990,43.47517149705571,15.887159425310436,0,-134.5,511,MANNIE,,WDF8287,31,12,21,9,,,B,sn
367545690,42.948597595028986,34.29430573960902,0,-49.6,511,MISS KATE,IMO8635899,WDG5343,31,0,18,7,,,B,
367199310,46.0277033100354,37.37936620826326,28.3,22.7,511,CATALINA JET,IMO8994142,WDD8449,60,15,43,11,1.6,40,B,ns
367402250,36.52194924632058,14.925905215953701,0,177,511,CIRCLE LINE BROOKLYN,,WDE8160,60,0,47,10,,0,B,ew
366996910,40.55848603171664,24.36486504690187,0,66,279,SPIRIT,,WDC2731,31,15,19,7,,,B,we
366939080,33.61819252568018,21.469150561962625,5.4,-203.3,211,SHELBY,IMO9069475,WCV6157,31,0,22,7,,,B,ew
316026824,39.8676959187403,24.395965861353922,0,166.1,89,OCEAN A. SIMARD,IMO8000056,VA7967,52,0,28,10,4.8,52,B,we
367041710,40.81751730652134,25.7145433600228,11.4,185.7,511,POCAHONTAS,IMO9102033,WCT8644,60,0,80,19,,,B,ew
367021310,34.22546315231828,13.504275496847395,0,-182.6,511,ANNETTE CENAC,,WDC4233,31,0,18,7,,,B,ns
367004260,38.47807255762145,20.10728600201977,0,202.4,511,CABRILLO,,WBU7354,60,0,18,7,,,B,sn
369939000,38.72422879737538,17.528631150233405,0,110.6,511,PINCKNEY,,NPKN,90,15,155,20,,,B,ns
367602710,38.46755982109338,17.952914912301843,0.3,-124.4,26,ABI C,IMO9370692,WDH2939,90,0,39,10,3,,B,ns
367447520,43.649739807483975,31.28360651299022,27.8,-88.3,321,SALACIA,IMO8678970,WDF4062,60,0,38,11,,,B,sn
316028702,41.13142301012522,29.073914180708528,0,135.8,23,OCEAN BETTY,,,,15,12,5,0.6,,B,sn
538008468,42.7153623152644,28.800141675751707,14.9,-71,337,,,,,0,,,,,B,sn
367525770,43.03542052623171,35.872197902786624,0,-80.6,511,TUGIDAK,IMO7309302,WDG3411,30,15,25,7,,79,B,
367263000,40.294208702992776,26.61328185062605,0,159.2,511,CG VIGOROUS,,NQSP,90,5,64,10,,,A,we
368120510,42.86338442783238,29.26560606638689,0,58.6,511,,,,,0,,,,,B,sn
367728310,46.483694643237676,37.08487961499512,5.8,38,511,SERVER,,WDI7396,31,15,17,,,,B,ns
368063930,43.32060899492184,31.003408915825755,11.2,-200.7,207,,,,,0,,,,,B,sn
368106220,43.83294133539899,31.71679216626966,0.2,161.8,31,,,,,15,,,,,A,sn
367683890,42.21955789007062,35.43280681004316,0,-188.3,511,ALASKAN DEFENDER,IMO8127517,WDI2995,30,7,51,10,3.8,30,B,
367336180,43.304290943696564,31.167262411283644,9,-84.1,511,,,,,15,,,,,B,sn
366953880,32.45305172143254,25.695820276196745,0,117.1,511,LEE ANN INGRAM,,WDB8152,31,0,48,13,,,B,ew
368098220,45.99631967472433,37.25231451660946,0,-121.7,511,,,,,0,,,,,B,ns
367625610,35.3532728228646,28.69358083972493,0,-170,208,SWEENEY,,WDH5209,31,0,23,,,,A,we
338531000,42.109444874402136,39.638266203056205,6.8,48.8,44,GENESIS VIGILANT,IMO8973928,WDG9352,31,0,30,10,5,31,B,
367369010,37.96961157430115,10.09236835273912,0.1,149.7,128,DREAMS,,WDE5595,37,0,29,7,,,B,ew
368027230,46.26527604631871,37.48525604063089,0,200.6,137,,,,,0,,,,,B,ns
367794450,38.58739646236445,18.00977850982405,0,-119.5,511,MISS DEBORAH,,WDJ6108,31,15,,,,,B,ns
368020640,42.11399720312478,40.14693818007708,0,-49.6,511,,,,,0,,,,,B,
367419080,38.819037887949115,19.782637216502366,0,166.3,178,ELK RIVER,IMO9564047,WDE9599,31,0,28,9,3.4,31,B,sn
368123950,41.12832071414463,29.085687626272755,0,-49.6,511,,,,,15,,,,,B,sn
368111750,44.164706849419865,33.11373389486709,0,119.9,266,,,,,12,,,,,B,sn
368088860,44.25448804872227,36.59994897734275,0,-49.6,511,,,,,0,,,,,B,ns
368051230,43.48473853664796,36.28085613230705,13.7,7.6,10,,,,,0,,,,,B,ns
367352550,38.87304,-77.03835,10.2,-98.6,511,COMMANDER JACQUES,,WDE4395,60,,22,5,,,B,
367535260,41.144524995992334,29.07041431518649,0,-49.6,511,,,,,15,,,,,B,sn
367537610,47.65126,-122.21313,0,-124.6,234,MIRAMARE,,WDG4537,37,5,20,,,,A,
538007229,42.165431469042346,40.93349321993876,0.1,19.9,107,,,,,0,,,,,B,
367005760,35.18293301826775,26.968798018559102,6.8,72.6,511,MELVIN L KING,,WUT9921,31,0,23,9,,,A,we
338332425,41.08781573051426,29.06477754244337,0,-49.6,511,GRAND SLAM,IMO0000000,,37,,15,5,,,B,ns
367081140,33.203622059989804,22.514191797178285,1.2,126.5,511,GALLANT FOX,,WDI6731,31,0,20,7,,,B,ew
368098930,40.28759076361096,26.602528962096123,0,-70,125,,,,,0,,,,,B,we
316037994,40.387383599259046,26.764673275589985,0,-55.1,36,SEASPAN CAREEN,IMO0801801,A,90,0,112,49,5.6,90,B,we
563052700,35.651650208439364,31.825630213502787,12.1,-54.1,355,,,,,0,,,,,B,we
368033840,34.40897075056437,22.644684085541293,3.2,-65.7,511,,,,,15,,,,,B,we
316004106,40.35501978972561,25.58428400419616,0,-143,1,CCGS CAPE MCKAY,,CFG7703,90,15,13,4,2.2,51,B,ew
316002956,35.467054809841535,30.77138993512658,0.4,-58,511,,,,,0,,,,,B,we
368102010,33.83132127920724,21.326306219281786,0,145.2,511,,,,,15,,,,,B,ew
338575000,42.99435126329536,15.504332957335288,0,39.7,170,LOOP RESPONDER,IMO9065510,WCP9610,31,0,47,15,,,B,sn
566183000,35.7765283827506,31.858877594024875,5.6,194.5,192,,,,,0,,,,,B,we
367080390,43.457184791286835,37.126863431939384,0.1,42.8,285,KEN T SMITH,,WDC8014,31,12,29,10,,,B,ns
316002280,36.61297336143219,13.818070480277354,13.8,137.6,137,,,,,0,,,,,B,ew
367728730,41.80212231173606,40.70954360763786,0.1,168.5,51,CONCHO,,WDI7438,31,0,25,10,,,B,
368034910,35.0614050059174,18.593382136214704,8.5,158.1,511,,,,,0,,,,,B,ew
367683579,31.967502362281763,28.800507420836002,0,100,511,,,,,15,,,,,B,ew
367615770,34.84572287429125,24.69705883500905,0,134.8,301,KATHY AZLIN,,WDH4252,31,0,32,,,,B,we
366983010,31.98259371978631,27.427563087464414,0.1,-155.4,511,,,,,0,,,,,B,ew
210279000,40.73724937208973,29.14617033988304,12.8,55.8,60,WESTERN LUCREZIA,IMO9609706,5BTA3,70,0,186,28,10.4,70,B,sn
367552440,40.92481387050239,28.84511027869061,0,84.3,74,POINT COMFORT,,WDG5997,31,8,23,,,,B,sn
368029450,34.98696213889483,16.915402817271993,0,-53.1,104,,,,,5,,,,,A,ew
367054810,43.29090076567076,36.606619503567075,3.1,-134.9,511,MIKE PLANCHE,,WDC6331,31,12,24,9,,31,B,ns
367690570,40.04735669697935,25.375419141485665,0,-140.1,242,MARK M,,WDI3657,31,0,30,,,,B,ew
311315000,46.14029655828389,36.985008409449705,7.7,98.5,97,GRANDEUR OF THE SEAS,IMO9102978,C6SE3,60,0,279,36,7.8,,B,ns
367389230,41.10798558403224,29.077723687529673,0,-76.6,349,GUEMES,,WDE7121,60,0,37,10,,,B,ns
368055646,30.28257,-91.1547,0.1,-76,511,SCOTT T SLATTEN,IMO8890322,WDC3384,52,0,33,12,0,52,B,
338202988,39.36083,-75.88379,0,114.5,511,CAYENNE,,,36,,13,,,,B,
538007127,33.67852,-118.10902,0,23.4,276,ARISTOKLIS,IMO9779941,V7WV9,80,1,,,,,A,
303388000,44.15296040344024,36.46107062829192,0.3,-101.6,331,ICY BAY,IMO7101176,WDE7159,30,0,42,10,2.7,,B,ns
367553370,36.47376776318469,13.4188809615758,0,199.6,207,PATRICK MCALLISTER,IMO8972584,WDG6086,31,15,32,9,4,31,B,ew
316013431,43.336726391805726,36.99731058109429,0,-105.7,246,PACIFIC SCOUT,,,50,15,19,6,2.9,50,B,ns
368063460,40.113346210439616,25.869908990758116,0,201.6,511,,,,,0,,,,,B,ew
366936960,41.711464009353,39.90319918597802,0,122.1,511,LESLIE B,,WDB7133,31,12,30,10,,,B,
367047170,34.74701399913184,24.758149741674114,7.5,-111.6,299,MAVERICK,,WDC5837,31,0,22,8,,31,B,we
367162190,40.31222879689485,25.986521501452458,0,203.8,252,CHELLISSA,IMO8672885,WDD5693,30,7,26,9,,,B,ew
368064130,40.41119385264913,25.755171480799355,0,101.8,511,,,,,0,,,,,B,we
368103030,42.47806325995344,36.718293591042226,0.1,-66.2,511,,,,,0,,,,,B,ns
367685620,41.61731639605093,39.432508702105864,0.1,69,511,BRANT,,WDI3164,31,0,14,,,,B,
368055920,42.68481059371964,36.723717236947365,0,-70.5,0,,,,,12,,,,,B,ns
367717440,41.10927413602667,29.069714009809232,0,-141.3,511,HAZEL DEMERY,,WDI6316,31,15,18,,,,B,ns
368056750,45.88518497140122,36.71227866750127,0.7,19.4,65,,,,,0,,,,,B,ns
366941820,40.44762418510939,26.05793323368428,0,126.5,511,SAN TOMAS,,WYQ9953,31,0,16,6,,31,B,we
368091960,41.7665397979992,40.64764707836109,14.3,43.6,41,,,,,15,,,,,B,
219033000,42.351966902401784,40.62927965749419,20.5,106,103,,,,,0,,,,,B,
368064650,42.85035876569113,36.55892938916134,0,-49.6,511,,,,,15,,,,,B,ns
367028690,40.1658027796565,25.145939633130986,0,144.8,511,LAUREN MARIE,,WBY5971,31,0,17,6,,31,B,we
636018492,41.06668161621319,29.054084780813536,12.5,145,145,,,,,0,,,,,B,ns
338037843,36.54130158936387,15.152774413217866,0,0,511,VEGA,,,90,0,18,4,,,B,ns
248951000,41.095839186008,29.07021293617468,9.3,198.7,201,,,,,0,,,,,B,ns
367423260,35.40595439043799,14.374842976759307,6.3,70.9,511,WILLIAM,,WDF2392,31,5,21,9,,31,B,ns
270995,41.114309160988014,29.077776367298977,0,-164.5,511,,,,,15,,,,,B,ns
367422010,36.66735674016159,23.312847781788232,0,-49.6,511,,,,,3,,,,,B,ns
367622870,40.72818910662836,6.072947546634793,0,-150.2,259,BAYOU BANDIT,IMO7391032,WDH4939,31,5,21,7,,52,A,ns
338236847,36.23588160270588,23.001127018605597,0,-159.7,511,MY GIRL VI,IMO0000000,,37,,16,4,,,B,ns
368056670,41.233591870281685,16.880355337542955,0.1,-168.9,16,GOLDEN DAZE,,,37,0,17,6,0,37,B,sn
354196000,38.386014153891146,24.867945223045773,8.3,-104.1,310,BUNUN ACE,IMO9628570,3FWL2,70,0,179,29,10.5,,B,ns
367710240,45.805758386553414,37.225738274664685,0,-49.6,511,DARRELL THOMPSON,,WDI5598,31,15,16,,,,B,ns
368038040,37.506142385123795,24.23221189104815,0.1,-54.1,511,,,,,0,,,,,B,ns
316023959,46.19015604550744,37.340897022641315,0,0,511,PRIDE,,CFN6705,31,0,,,,,B,ns
316037746,34.38879080704259,23.304075643896777,0,-163.1,236,,,,,0,,,,,B,we
367098310,41.84581887190579,40.53187455617491,0,-49.6,511,MISS LAUREN,,WDC9154,31,0,16,6,,,B,
369970480,41.10157401326755,29.07027929998826,0,-87.4,354,YP-706,,NFED,90,0,,,,99,B,ns
338208423,42.180260194095936,39.74735777128913,0,-138.6,511,LEILA,,,37,,13,4,,,B,
316009165,45.62174426778155,36.928911518396816,0,-88.1,511,SEA IMP VIII,IMO8703191,,31,0,12,5,0.6,31,B,sn
477593700,38.129825777798175,24.679911716832397,11.2,134.1,132,PTI CYGNUS,IMO9354260,VRCG3,80,0,183,32,13.2,80,B,ns
373298000,37.03936190082765,23.77427277909674,0.1,-154.4,190,CORAL QUEEN,IMO9524023,3EYD6,70,0,189,32,12.5,,B,ns
367008740,37.94190285205024,9.267588042514225,0.1,-113,511,MIKI HANA,IMO7031163,WTW9252,31,0,33,9,3.9,32,B,ew
316030627,34.41880682006758,23.728441391024408,12.8,127.1,130,SALISH ORCA,IMO9750270,CFBS,70,0,,,,,B,we
338199855,41.1053239788731,29.072612719792684,0,-49.6,511,AHUA POINT,,,60,0,,,,,A,ns
367052000,35.564604371842435,31.73033514715766,0,-49.6,199,K-MARINE V,IMO9019195,WBD9290,90,0,61,13,3.8,,B,we
367057380,36.938173857495514,16.789782273449394,0,-144.4,511,DEL WILKINS,,WDC6516,31,0,18,8,,,B,ns
477091500,35.750572841023335,15.695935823928162,11,114.5,108,PACIFIC VISTA,IMO9568914,VRJO3,70,0,294,46,18.1,,B,ew
303328000,41.763925547306215,17.35700013285199,0,-119.2,511,MARCY J,IMO7050690,WDH4283,30,0,24,7,,30,B,sn
367115000,44.46011655879638,13.478187912406055,0,173.3,166,LINDA LEE BOUCHARD,IMO9405394,WDD4370,31,0,39,11,5.5,57,B,sn
367444220,40.07944533224429,13.710996149203417,0,-139.6,511,WARREN JR,,WDF3805,31,12,19,7,,,B,ns
367709810,45.158137643092225,13.03050135638858,0,0,511,MARIETTE,,WDI5559,31,15,18,,,,B,sn
367319230,43.812433178612025,36.751973885290575,0,156.4,511,R H BEYMER,,WDE2014,31,8,18,7,,52,B,ns
366968740,40.9132837223993,28.977344376601668,0,-121.6,511,NOLA,,WDB9045,60,15,15,5,,,B,sn
367681460,45.7780328084395,37.08648870567293,0,173.4,511,ST JAMES,,WDI2761,31,0,23,,,,B,sn
367145870,44.23183451152615,36.7744990425644,26.1,-75.6,330,IYANOUGH,IMO9375719,WDD4527,60,9,46,11,1.6,,B,ns
367309870,43.33955910797798,36.49727239436366,2.2,-55.7,159,NENE,,WDD9322,31,0,17,6,,,A,ns
371850000,34.477974761800944,23.193209606712482,12.8,114.7,116,TAI SHINE,IMO9633264,3FUG6,70,0,199,32,13,,B,we
367325520,39.12433614437399,7.935937528645975,0,142.4,511,JAIME MAE,IMO0000000,WDH6140,30,,25,7,,,B,ns
367741150,40.57855868110638,25.131195502534293,0,-55.3,355,CAMERON,,WDI8688,31,0,28,9,,32,B,we
367456980,40.65375514685892,25.41118071543695,4.1,-73.5,340,WALTER HAGESTAD,,WDF4894,31,15,40,12,,,B,we
367680370,40.86609370823763,30.087766411792558,0,-150.1,511,COASTAL TRADER,,WDI2655,31,0,21,8,,90,B,ew
367361620,41.287322490473464,18.350001702482192,0,-124.8,511,CELESTIAL,,WDE5068,60,15,56,11,,60,B,sn
367638940,46.34120525088006,37.41587928024318,14.6,16.4,511,NYPD 452,,WDH6530,,3,,,,,B,sn
366999613,46.759798594660914,37.68315878196807,-0.1,-49.6,195,CG HAWK,,NAWH,90,0,26,5,,,B,sn
367000620,43.789912828128976,36.18893666404049,0,-149.3,200,WESTWARD WIND,IMO7743467,WCX9055,90,15,48,10,,,A,ns
367590790,41.10779108361313,29.07593151404738,10.4,172.2,180,THERESA ECHOLS,,WDG9747,31,15,30,,,,B,ns
338242689,41.102561768070586,29.06936108720377,0,-180.9,511,BRAVISSIMO,IMO0000000,,37,,18,5,,,B,ns
366970120,34.75822041772423,26.014569915393963,4.6,50.4,511,ADMIRAL HORNBLOWER,,WSQ7555,60,0,43,12,,,B,we
366996430,40.88688860956081,30.83876360157892,0,0,107,ENTERPRISE,,WDC2688,31,0,21,8,,0,B,ew
367446370,41.07781400945365,29.052158617801002,3.3,-110.2,299,BRIDGET CAULLEY,,WDF3975,31,8,31,10,,,B,sn
367170990,35.06214571026046,18.685584420933864,0,142.1,511,SUE ELLEN,,WDD6295,31,0,18,7,,31,B,ew
367662670,35.94407173709918,17.040000200568866,0.1,166.6,511,HORNBLOWER ESPRIT,,WDH8905,60,15,25,6,,,B,ew
367578810,43.956338916887844,14.83280368526245,0,-49.6,511,JULIA A HARRISON,,WDG8561,31,0,20,,,,B,sn
316023681,39.181328553149115,18.654616370320998,0,-49.6,511,RUMRUNNER,IMO0000000,,37,,11,4,,,B,ns
367097570,27.84008,-97.06897,0,204.3,511,ARNOLD W OLIVER,,WCW4973,60,15,27,13,,,B,
368052650,38.399051386902414,20.70972525384271,7.8,12.9,511,MAVERICK,IMO0000000,WDK4181,36,,14,4,,,B,sn
367431060,34.52389249412196,23.530041507507352,9.3,-121.8,511,BERNARD P,IMO8987371,WDF2713,31,0,17,6,,,B,we
367114050,38.872098692297286,8.190854904489415,4,185.9,511,GEORGE W BANTA,IMO5129095,WDD2343,31,0,28,9,,31,B,ns
367758960,42.626792197874366,11.002542100374919,0,-95.5,511,VERNON M WEILAND,IMO8635708,WDJ2501,31,15,24,9,,31,B,ns
338681000,29.66898,-91.01582,0,-134,511,LESTER POLLACK,IMO9273533,WDH2885,90,0,66,14,4.2,70,B,
366997360,42.35686481261447,15.820052173747284,0,3.4,175,NORWEGIAN SEA,IMO7523659,WDC2759,31,11,42,10,4.4,,B,sn
367318760,41.64537689634695,39.520903576465734,9.5,-171.6,235,BOHEMIA,IMO9493004,WDD9977,31,0,30,10,4,32,B,
367584530,29.76775,-95.10154,0.2,-195.3,511,KENNEDY GRACE,,WDG9120,31,0,15,6,,31,B,
367702040,46.75659052084012,37.43345950257938,8.5,136.2,511,CAPT BUCK LAY,,WDI4792,31,12,51,12,,31,B,sn
367662430,41.073315969076084,29.053829154396865,0,136.5,511,FLORENCE T,,WDH8879,31,15,18,,,,B,sn
368106730,41.068502294666324,29.04833136648785,0,-160.8,511,DANIEL J WOLF,,WDK9793,32,0,18,6,7.5,32,B,sn
368093890,35.23417681252106,27.59077292010383,5.4,-192.9,511,FLORENCE CLARA,IMO0000000,WDK8411,37,,0,0,,,B,we
316004370,35.705533354071925,31.89043732765215,9,-85.6,323,G3 MARQUIS,IMO9613941,XJBO,70,0,225,23,9.5,,B,we
303462000,37.28804959023081,23.944153196183617,0,-88.4,345,KETA,IMO7644752,WDB9332,30,0,22,7,,30,B,ns
367655260,40.96116319633856,29.430891456167416,0.1,201.9,78,SHELIA BORDELON,IMO9670638,WSHQ,90,0,78,16,4.6,,B,ew
366986350,35.75021287682423,32.2492075263659,0,112,511,SIDEWINDER,,WDC2004,31,0,12,5,,,B,we
367379290,36.03069926144541,15.157204076091713,0,-190.9,511,DORELLA BANTA,,WDE6366,31,15,21,8,,,B,ew
257366000,38.4763177549686,18.455414722540226,11.3,-122.6,290,HOEGH ST PETERSBURG,IMO9420045,LAII7,70,0,228,32,9,70,B,ns
367705090,39.01815377903642,7.939727954518069,0,22.7,344,CALLIE M ETHEREDGE,,WDI5093,31,0,25,,,,B,ns
338334941,39.70278740285773,19.439807045567694,0,-49.6,511,TARHEEL SALLY,IMO0000000,,37,,7,2,,,B,ns
367581140,41.07069606101243,29.894066996977212,0,-199.9,282,FURY,,WDG8794,31,0,22,,,,B,ew
367054840,41.76669126832566,12.117292806053207,0,172.9,511,CLYDE K BENJAMIN,,WDC6334,31,0,20,7,,31,B,ns
316005624,33.10714491726889,12.106871712912616,0,46.4,511,TIGER SPIRIT,,,52,15,,,,52,B,ns
367730420,40.92099834318943,5.980241426875503,0.1,-49.6,511,SNAFU,,WDI7614,37,0,,,,,B,ns
388161873,36.730722380867874,15.934620087825468,4,-167.2,511,SOMETHING SPECIAL,IMO0000000,,30,,20,6,,,B,ns
338253355,34.44288815254936,12.991152146834771,0,-80.2,511,SEA HORSE,IMO0000000,,37,,10,4,,,B,ns
369970482,41.08004796024471,29.062033252025056,0,-193.7,511,YP-708,,,99,0,,,,99,B,sn
366943460,41.5257966013178,29.969328783000897,0,26.9,511,CONDOR,IMO9103300,WCT9890,31,0,33,12,4.4,52,B,ew
367482970,39.46513233850585,19.704712907595255,0,-49.6,511,KLEIN K,,WDF7287,60,0,14,,,,B,sn
367010000,46.066761228514196,37.2221803616862,4.2,-109.7,303,POLAR KING,IMO7367158,WDC7562,31,0,38,10,4.3,32,B,sn
